Profile,Data set,Iteration,Function Name,Calls,Calls (relative),Total time,Total time (relative),Self time,Self time (relative)
"C_sorted","ball1","average","approx_resistance",1,1.7926822709699e-05,1.726,0.0387030226926182,0,0
"C_sorted","ball1","average","axescheck",2,3.5853645419398e-05,0,0,0,0
"C_sorted","ball1","average","axis",1,1.7926822709699e-05,0.00333333333333333,7.47451191437199e-05,0,0
"C_sorted","ball1","average","axis>LocSetEqual",1,1.7926822709699e-05,0.00333333333333333,7.47451191437199e-05,0.00333333333333333,0.000380763812207288
"C_sorted","ball1","average","axis>allAxes",1,1.7926822709699e-05,0,0,0,0
"C_sorted","ball1","average","blanks",4,7.1707290838796e-05,0,0,0,0
"C_sorted","ball1","average","cell.ismember",1,1.7926822709699e-05,0,0,0,0
"C_sorted","ball1","average","cell.ismember>cellismemberlegacy",1,1.7926822709699e-05,0,0,0,0
"C_sorted","ball1","average","cholGsparse",1,1.7926822709699e-05,0.0266666666666667,0.000597960953149759,0.0266666666666667,0.0030461104976583
"C_sorted","ball1","average","cmg_dd",1,1.7926822709699e-05,0.03,0.000672706072293479,0,0
"C_sorted","ball1","average","cmg_dd>@(b)mx_d_preconditioner(sH,b)",2222.33333333333,0.0398393756685211,0.21,0.00470894250605435,0.1,0.0114229143662186
"C_sorted","ball1","average","cmg_sdd",1,1.7926822709699e-05,0.0333333333333333,0.000747451191437199,0.00333333333333333,0.000380763812207288
"C_sorted","ball1","average","commute_distance_anomaly_profiling",1,1.7926822709699e-05,8.754,0.196295631895237,0.0133333333333333,0.00152305524882915
"C_sorted","ball1","average","commute_distance_anomaly_profiling>dist",5526,0.0990636222937967,0.0533333333333333,0.00119592190629952,0.0533333333333333,0.0060922209953166
"C_sorted","ball1","average","commute_distance_anomaly_profiling>sim",5520,0.0989560613575385,0.34,0.00762400215265943,0.286666666666667,0.0327456878498267
"C_sorted","ball1","average","commute_distance_anomaly_profiling>sim_d",3,5.3780468129097e-05,0,0,0,0
"C_sorted","ball1","average","components",1,1.7926822709699e-05,0,0,0,0
"C_sorted","ball1","average","csvread",1,1.7926822709699e-05,0.0133333333333333,0.00029898047657488,0.00333333333333333,0.000380763812207288
"C_sorted","ball1","average","csvwrite",1,1.7926822709699e-05,0.00333333333333333,7.47451191437199e-05,0,0
"C_sorted","ball1","average","dlmread",1,1.7926822709699e-05,0.01,0.00022423535743116,0,0
"C_sorted","ball1","average","dlmwrite",1,1.7926822709699e-05,0.00333333333333333,7.47451191437199e-05,0.00333333333333333,0.000380763812207288
"C_sorted","ball1","average","dlmwrite>parseinput",1,1.7926822709699e-05,0,0,0,0
"C_sorted","ball1","average","dlmwrite>setcoffset",1,1.7926822709699e-05,0,0,0,0
"C_sorted","ball1","average","dlmwrite>setdlm",1,1.7926822709699e-05,0,0,0,0
"C_sorted","ball1","average","dlmwrite>setroffset",1,1.7926822709699e-05,0,0,0,0
"C_sorted","ball1","average","effective_degrees",1,1.7926822709699e-05,0,0,0,0
"C_sorted","ball1","average","fcnchk",400,0.0071707290838796,0.08,0.00179388285944928,0.0733333333333333,0.00837680386856033
"C_sorted","ball1","average","fileparts",3,5.3780468129097e-05,0,0,0,0
"C_sorted","ball1","average","filesep",12,0.000215121872516388,0,0,0,0
"C_sorted","ball1","average","findall",13,0.000233048695226087,0.143333333333333,0.00321404012317995,0.01,0.00114229143662186
"C_sorted","ball1","average","findobj",19,0.000340609631484281,0.14,0.00313929500403624,0,0
"C_sorted","ball1","average","forest_components (MEX-file)",1,1.7926822709699e-05,0,0,0,0
"C_sorted","ball1","average","fullfile",6,0.000107560936258194,0.00333333333333333,7.47451191437199e-05,0.00333333333333333,0.000380763812207288
"C_sorted","ball1","average","getprinttemplate",2,3.5853645419398e-05,0,0,0,0
"C_sorted","ball1","average","graph2d/private/lineseriesmex (MEX-file)",2416,0.0433112036666328,0.03,0.000672706072293479,0.03,0.00342687430986559
"C_sorted","ball1","average","graph2dhelper",2416,0.0433112036666328,0.326666666666667,0.00732502167608455,0.206666666666667,0.0236073563568518
"C_sorted","ball1","average","graphics/.../inputcheck>LocalCheckDevice",1,1.7926822709699e-05,0,0,0,0
"C_sorted","ball1","average","graphics/...te/checkArgsForHandleToPrint",3,5.3780468129097e-05,0.00666666666666667,0.00014949023828744,0,0
