Data set,Block size,Iteration,Dimensions,Vectors,Total time,Total time (normalised),Projected dimensions,Projected vectors,Function time,Function time (normalised),Distance calls,Distance calls (normalised),Pruned,Pruned (normalised)
"spam_train",1,1,58,4501,90.626,0.925510620915033,200,4501,0.583,0.106212424849699,1589883,0.0195956450440994,4271,0.102577034848812
"spam_train",10,1,58,4501,91.229,0.931668709150327,200,4501,0.770,0.140280561122244,3203606,0.0394851231424873,8534,0.204961932896222
"spam_train",15,1,58,4501,92.246,0.942054738562091,200,4501,0.580,0.105665877208963,4824250,0.0594599040331878,12793,0.307250762542931
"spam_train",30,1,58,4501,91.837,0.937877859477124,200,4501,0.499,0.0909090909090909,6470237,0.0797470427718258,17045,0.409371472488412
"spam_train",40,1,58,4501,92.642,0.94609885620915,200,4501,0.738,0.13445071962106,8153287,0.100490990843144,21291,0.511348079832841
"spam_train",45,1,58,4501,93.086,0.950633169934641,200,4501,0.502,0.0914556385498269,9808570,0.120892704752615,25547,0.613564858179024
"spam_train",60,1,58,4501,92.243,0.942024101307189,200,4501,0.754,0.137365640371652,11528679,0.142093412855766,29786,0.715373345822225
"spam_train",90,1,58,4501,93.862,0.958558006535948,200,4501,0.601,0.109491710694116,13292333,0.163830822315837,34012,0.816869611163148
"spam_train",100,1,58,4501,93.607,0.955953839869281,200,4501,0.501,0.0912734560029149,15080355,0.185868572542137,38230,0.918173739702668
"spam_train",1000,1,58,4501,94.105,0.961039624183007,200,4501,1.302,0.237201676079432,20371007,0.251076980106627,41637,1
"spam_train",10000,1,58,4501,97.920,1,200,4501,5.203,0.947895791583166,40625507,0.500717986737751,41637,1
"spam_train",100000,1,58,4501,96.880,0.98937908496732,200,4501,5.422,0.987793769356896,60880007,0.750358993368876,41637,1
"spam_train",1000000,1,58,4501,96.800,0.988562091503268,200,4501,5.489,1,81134507,1,41637,1
"testCD",0,1,2,640,10.857,0.98378035520116,200,640,0.070,0.5,558593,0.0630482364557463,1111,0.118141216503615
"testCD",1,1,2,640,10.858,0.983870967741936,200,640,0.090,0.642857142857143,5048941,0.569872565569407,6490,0.690131858783496
"testCD",10,1,2,640,10.856,0.983689742660384,200,640,0.080,0.571428571428571,5313577,0.599741957242241,6877,0.731284559761804
"testCD",15,1,2,640,10.887,0.986498731424429,200,640,0.080,0.571428571428571,5578783,0.629675684656445,7263,0.772330923011484
"testCD",30,1,2,640,10.899,0.987586081913737,200,640,0.090,0.642857142857143,5848037,0.660066308704107,7638,0.812207571246278
"testCD",40,1,2,640,10.897,0.987404856832186,200,640,0.100,0.714285714285714,6119362,0.690690685945417,8004,0.851127179923437
"testCD",45,1,2,640,10.920,0.989488945270025,200,640,0.090,0.642857142857143,6389720,0.72120591816584,8375,0.890578477243726
"testCD",60,1,2,640,10.930,0.990395070677782,200,640,0.090,0.642857142857143,6664546,0.752225452302836,8733,0.928647384091876
"testCD",90,1,2,640,10.947,0.991935483870968,200,640,0.100,0.714285714285714,6942570,0.783605943809841,9085,0.966078264568269
"testCD",100,1,2,640,10.956,0.992750996737949,200,640,0.100,0.714285714285714,7223932,0.815363194447893,9404,1
"testCD",1000,1,2,640,11.015,0.998097136643712,200,640,0.130,0.928571428571428,7632892,0.86152239583592,9404,1
"testCD",10000,1,2,640,11.005,0.997191011235955,200,640,0.130,0.928571428571428,8041852,0.907681597223947,9404,1
"testCD",100000,1,2,640,11.021,0.998640811888366,200,640,0.130,0.928571428571428,8450812,0.953840798611973,9404,1
"testCD",1000000,1,2,640,11.036,1,200,640,0.140,1,8859772,1,9404,1
"testCDST",0,1,2,2000,32.908,0.962109694772541,200,2000,0.538,0.347769877181642,6435918,0.0579588371922274,7324,0.108634064581201
"testCDST",1,1,2,2000,32.899,0.961846567652906,200,2000,0.559,0.361344537815126,82228534,0.740511332596459,52086,0.772571530280781
"testCDST",10,1,2,2000,32.991,0.96453631154251,200,2000,0.539,0.34841628959276,83956418,0.75607183965125,53898,0.799448226761002
"testCDST",15,1,2,2000,32.958,0.963571512103847,200,2000,0.539,0.34841628959276,85688188,0.771667342186301,55712,0.826354588469126
"testCDST",30,1,2,2000,33.060,0.966553619459712,200,2000,0.549,0.354880413703943,87428731,0.787341850215004,57516,0.853112624037734
"testCDST",40,1,2,2000,33.364,0.975441468834054,200,2000,0.559,0.361344537815126,89180338,0.803115995401093,59313,0.879766831308681
"testCDST",45,1,2,2000,33.223,0.971319143959771,200,2000,0.549,0.354880413703943,90933307,0.818902406115776,61113,0.906465536421484
"testCDST",60,1,2,2000,32.937,0.962957548824699,200,2000,0.549,0.354880413703943,92690826,0.834729791981048,62903,0.93301591539477
"testCDST",90,1,2,2000,33.011,0.965121038475032,200,2000,0.559,0.361344537815126,94466328,0.850719124249183,64684,0.959432800842492
"testCDST",100,1,2,2000,33.024,0.965501110981172,200,2000,0.559,0.361344537815126,96258451,0.866858137391589,66463,0.985820021062312
"testCDST",1000,1,2,2000,33.484,0.97894983042919,200,2000,0.879,0.56819650937298,99048911,0.891987701943441,67419,1
"testCDST",10000,1,2,2000,34.204,1,200,2000,1.547,1,103046911,0.927991801295627,67419,1
"testCDST",100000,1,2,2000,34.007,0.994240439714653,200,2000,1.357,0.877181641887524,107044911,0.963995900647813,67419,1
"testCDST",1000000,1,2,2000,33.947,0.992486258917086,200,2000,1.268,0.819650937297996,111042911,1,67419,1
"testCDST2",0,1,2,2000,31.788,0.965085918999332,200,2000,0.609,0.484101748807631,2994343,0.0598934303093049,3703,0.111107777244359
"testCDST2",1,1,2,2000,31.826,0.966239601675876,200,2000,0.599,0.476152623211447,19914415,0.398331997020073,18322,0.549747959673548
"testCDST2",10,1,2,2000,31.830,0.966361041957617,200,2000,0.589,0.468203497615262,21793871,0.435925240998938,20099,0.603066490638502
"testCDST2",15,1,2,2000,31.863,0.967362924281984,200,2000,0.599,0.476152623211447,23677577,0.473603494303325,21873,0.656295007201152
"testCDST2",30,1,2,2000,31.948,0.96994353026899,200,2000,0.589,0.468203497615262,25572236,0.511500831641231,23641,0.709343494959193
"testCDST2",40,1,2,2000,31.997,0.971431173720323,200,2000,0.599,0.476152623211447,27471025,0.549480778041351,25400,0.762121939510322
"testCDST2",45,1,2,2000,32.033,0.972524136255996,200,2000,0.589,0.468203497615262,29376336,0.587591178752309,27155,0.814780364858377
"testCDST2",60,1,2,2000,32.054,0.973161697735139,200,2000,0.589,0.468203497615262,31291728,0.625903221583408,28909,0.867408785405665
"testCDST2",90,1,2,2000,32.072,0.973708179002975,200,2000,0.609,0.484101748807631,33223041,0.664533719349013,30650,0.919647143542967
"testCDST2",100,1,2,2000,32.149,0.976045904426498,200,2000,0.609,0.484101748807631,35162144,0.703320034207753,32383,0.971645463274124
"testCDST2",1000,1,2,2000,32.454,0.985305725909284,200,2000,0.898,0.713831478537361,38000515,0.760093682276946,33328,1
"testCDST2",10000,1,2,2000,32.857,0.997540834294736,200,2000,1.257,0.999205087440382,41998515,0.840062454851297,33328,1
"testCDST2",100000,1,2,2000,32.938,1,200,2000,1.238,0.984101748807631,45996515,0.920031227425649,33328,1
"testCDST2",1000000,1,2,2000,32.925,0.99960531908434,200,2000,1.258,1,49994515,1,33328,1
"testCDST3",0,1,2,2000,32.550,0.96424445300234,200,2000,0.539,0.403141361256545,4712897,0.0585412951781327,5505,0.10951518889132
"testCDST3",1,1,2,2000,32.526,0.963533489350357,200,2000,0.549,0.410620792819746,51713069,0.642354381370131,35130,0.698868044641614
"testCDST3",10,1,2,2000,32.581,0.965162781052819,200,2000,0.529,0.395661929693343,53439955,0.663804912341842,36923,0.734537569379513
"testCDST3",15,1,2,2000,32.646,0.967088307610274,200,2000,0.549,0.410620792819746,55171611,0.685314693914192,38715,0.77018720035013
"testCDST3",30,1,2,2000,32.635,0.966762449269781,200,2000,0.549,0.410620792819746,56914497,0.70696396903899,40498,0.805657787415203
"testCDST3",40,1,2,2000,32.678,0.968036259146251,200,2000,0.559,0.418100224382947,58665706,0.728716628387922,42274,0.840989118109296
"testCDST3",45,1,2,2000,32.907,0.974820037325592,200,2000,0.559,0.418100224382947,60423014,0.750545046523708,44043,0.876181192432411
"testCDST3",60,1,2,2000,32.910,0.97490890778209,200,2000,0.549,0.410620792819746,62190694,0.772502300556733,45812,0.911373266755526
"testCDST3",90,1,2,2000,32.923,0.975294013093581,200,2000,0.559,0.418100224382947,63973223,0.794644001585332,47568,0.946306722103965
"testCDST3",100,1,2,2000,32.950,0.976093847202062,200,2000,0.569,0.425579655946148,65768215,0.816940511887677,49312,0.981001452245012
"testCDST3",1000,1,2,2000,33.309,0.986728678496312,200,2000,0.858,0.641735228122663,68511513,0.851016414242339,50267,1
"testCDST3",10000,1,2,2000,33.757,1,200,2000,1.337,1,72509513,0.900677609494893,50267,1
"testCDST3",100000,1,2,2000,33.595,0.995200995349113,200,2000,1.288,0.963350785340314,76507513,0.950338804747446,50267,1
"testCDST3",1000000,1,2,2000,33.622,0.996000829457594,200,2000,1.307,0.977561705310396,80505513,1,50267,1
"testoutrank",0,1,2,441,17.173,1,200,441,0.040,0.666666666666667,108323,0.0598150379410768,365,0.116613418530351
"testoutrank",1,1,2,441,16.545,0.963430967215979,200,441,0.030,0.5,108323,0.0598150379410768,365,0.116613418530351
"testoutrank",10,1,2,441,16.242,0.945786991207128,200,441,0.030,0.5,216728,0.119675355583705,730,0.233226837060703
"testoutrank",15,1,2,441,16.175,0.941885517964246,200,441,0.040,0.666666666666667,326683,0.180391570023954,1091,0.348562300319489
"testoutrank",30,1,2,441,16.243,0.945845222151051,200,441,0.040,0.666666666666667,441989,0.244062561086183,1438,0.459424920127796
"testoutrank",40,1,2,441,16.159,0.940953822861469,200,441,0.030,0.5,551028,0.304272968128612,1802,0.575718849840256
"testoutrank",45,1,2,441,16.219,0.944447679496885,200,441,0.040,0.666666666666667,661437,0.365239877501842,2162,0.69073482428115
"testoutrank",60,1,2,441,16.208,0.943807139113725,200,441,0.040,0.666666666666667,777219,0.429173711709662,2508,0.801277955271566
"testoutrank",90,1,2,441,16.226,0.94485529610435,200,441,0.040,0.666666666666667,904065,0.499216992478048,2824,0.90223642172524
"testoutrank",100,1,2,441,16.233,0.945262912711815,200,441,0.050,0.833333333333333,1034806,0.571411059070132,3130,1
"testoutrank",1000,1,2,441,16.285,0.948290921795842,200,441,0.060,1,1228846,0.678558294302599,3130,1
"testoutrank",10000,1,2,441,16.357,0.952483549758342,200,441,0.060,1,1422886,0.785705529535066,3130,1
"testoutrank",100000,1,2,441,16.321,0.950387235777092,200,441,0.060,1,1616926,0.892852764767533,3130,1
"testoutrank",1000000,1,2,441,16.296,0.948931462179002,200,441,0.060,1,1810966,1,3130,1
